Fighter,Summary,Link
Max Trombini,"Milton Maximiliano Trombini is one of the leaders of Cia Paulista, a famous Brazilian Jiu Jitsu team from Sao Paulo. Max is also a famous Judoka with strong ties to the Brazilian National Judo Team, having been involved with other National teams like the German, English and Russian.",https://www.bjjheroes.com/bjj-fighters/max-trombini-cia-paulista
Bruno Matias,"A Brazilian Jiu Jitsu black belt under Ricardo Vieira, Bruno Matias has been one of the top competitors out of the Fight Zone gym. Today he is settled in Northern Europe (Sweden) teaching his techniques in the Old Continent.",https://www.bjjheroes.com/bjj-fighters/bruno-matias
Omar Salum,"A multiple time World Champion, Omar Salum is one of the best rooster weights (Peso Galo) in the history of Jiu Jitsu. The fighter from the Amazon state of Brazil was also considered to be one of the 5 top most technical fighters in the world by BJJ legend Royler Gracie",https://www.bjjheroes.com/bjj-fighters/omar-salum
Cássio Cardoso,"One of Carlson Gracie’s most talented black belts, Cassio Cardoso was one of the most important fighters in Jiu Jitsu of the 1980’s, his fights with Marcelo Behring will forever be remembered as one of the most iconic in the sport",https://www.bjjheroes.com/bjj-fighters/cassio-cardoso
Allan Góes,"Allan Goes, a Brazilian Jiu Jitsu Black Belt (sexto grau – 6th degree) was part of the famous Carlson Gracieteam that ruled the mats in the late 1980s/early 1990s, he became an important representative of the club in MMA events throughout the world. Allan Goes was also one of the first Brazilians to bring Carlson Gracie’s style of Jiu Jitsu to the United States.",https://www.bjjheroes.com/bjj-fighters/allan-goes
Michelle Nicolini,"Michelle Nicolini is one of the elite fighters in womens jiu jitsu. A 3x Jiu Jitsu World Champion, European open weight champion and World Pro Cup Champion, Nicolini is also a black belt under ADCC 2007 absolute champion Robert Drysdale. Michele’s rampant competitive career has had its shiniest moments since she started training under Rodrigo Cavaca at his Santos academy.",https://www.bjjheroes.com/bjj-fighters/michelle-nicolini
Fredson Paixao,"Fredson Paixao is a Brazilian Jiu Jitsu black belt under master Osvaldo Alves. A former World BJJ Champion with numerous other important titles in the sport of Jiu Jitsu, Fredson Paixao was also famed for going from purple belt straight to black belt without stopping at brown belt. A natural athlete, Paixão picked up a career in MMA (Mixed Martial Arts) in the mid 2000’s. first fighting in local shows such as Jungle Fight, then moving to the WEC and later hitting the big stage – UFC.",https://www.bjjheroes.com/bjj-fighters/fredson-paixao
Dave Camarillo,"Dave Camarillo is a Judo and Brazilian Jiu Jitsu black belt under Ralph Gracie. He became a mainstream name after many of his students became big stars of the MMA world, fighters such as Jon Fitch, Josh Koscheck, Mike Swick and Cain Velazquez. Dave Camarillo has also developed his own grappling system which he called Guerrilla Jiu-Jitsu.",https://www.bjjheroes.com/bjj-fighters/dave-camarillo
Raphael Abi-Rihan,"A fantastic Brazilian Jiu Jitsu competitor, Raphael Abi Rihan from the Carlson Gracie Team has been an important figure of the sport achieving important titles individualy and as a coach.",https://www.bjjheroes.com/bjj-fighters/raphael-abi-rihan
Luis Carlos “Manimal”,"Luís Carlos, also Known as Manimal is a famous Jiu Jitsu black belt under the late Master. Having produced tremendous talent such as Raphael Abi-Rihan, Manimal, a true “casca grossa” of BJJ, lived with Master Carlson for several years having absorbed his wisdom and knowledge.",https://www.bjjheroes.com/bjj-fighters/luis-carlos-manimal
Richard ‘Dickie’ Martin,"Dickie Martin is a Jiu Jitsu and Judo black belt from London, England. One of the very first British fighters to have achieved the rank of black belt, “Dickie” is also one of the head instructors at Carlson Gracie’s gym in the English Capital.",https://www.bjjheroes.com/bjj-fighters/dickie-martin
Shawn Williams,"Shawn Williams is a Brazilian Jiu Jitsu black belt under Renzo Gracie, being one of the most talented competitors of his generation in the US. Williams was also the fifth American to be graded as a black belt in BJJ. Training alongside of grapplers such as John Danaher, Ricardo Almeida, Matt Serra and many others, Shawn Williams created a series of positions from a guard variation which is today called ‘the Williams Guard’.",https://www.bjjheroes.com/bjj-fighters/shawn-williams
Mário Reis,"Mario Reis is a top Brazilian Jiu Jitsu competitor in the featherweight division. This fighter from the South of Brazil has won numerous competitions such as the World Championship, the World Cup and many other important tourneys. Reis is also famed for his aggressive style either playing guard or passing and is seen as one of the most entertaining fighters of the division.",https://www.bjjheroes.com/bjj-fighters/mario-reis
Kron Gracie,"Kron Gracie is the son of Brazilian jiu jitsu legend, Rickson Gracie and a top competitor in BJJ’s black belt division. A fierce competitor and world championships medalist, Kron Gracie made a name for himself in the grappling scene in the lower belts competition through an incredible run in some of the most important tournaments in the world where managed to establish a 51 straight submission win streak.",https://www.bjjheroes.com/bjj-fighters/kron-gracie
Rufino Gomes “Morcego”,"Rufino Gomes, also known as “Morcego”, was one of the most promising stars in the Jiu Jitsu panorama in 2010. A Brazilian National Nogi …",https://www.bjjheroes.com/bjj-fighters/rufino-gomes-morcego
Denys Darzi,"Denys Darzi is a Brazilian Jiu Jitsu black belt 5º Degree under BJJ legend Francisco Mansor from Rio de Janeiro. Competitor since the “Golden Era of BJJ” (the 1980’s), Denys had the chance to enter some of BJJ’s most celebrated tournaments like the Copa Company, Lightning Bolt Cup and Vansport Cup.",https://www.bjjheroes.com/bjj-fighters/denys-darzi
José Aldo,"José Aldo, or simply Junior as he is called by his Nova Uniao peers, is a famous mixed martial arts (MMA) fighter from Manáus …",https://www.bjjheroes.com/bjj-fighters/jose-aldo
Carlos Machado,Carlos Machado was one of the pioneers of  Brazilian Jiu Jitsu in the United States of America. A black belt under Gracie Barra founder …,https://www.bjjheroes.com/bjj-fighters/carlos-machado
Royce Gracie,Royce Gracie is a legendary Jiu Jitsu and MMA (Mixed Martial Arts) fighter. Being the son Helio Gracie – one of the fathers of BJJ – Royce held the Gracie family torch high while helping to built the sport of MMA and bringing awareness to Brazilian Jiu Jitsu through his famous victories in the early UFC’s. In 2003 Royce Gracie was also inducted in UFC hall of fame.,https://www.bjjheroes.com/bjj-fighters/royce-gracie
Marcelo Behring,A fantastic fighter and person who was/is regarded as one of the best Jiu Jitsu fighters to have ever fought. His fights with Cassio Cardoso will forever be remembered as will his tragic death.,https://www.bjjheroes.com/bjj-fighters/marcelo-behring
Vinny Magalhães,"A TUF season finalist Vinicius Magalhaes (aka Pezao) is one of the most exciting grapplers in MMA today, with a very aggressive submission based game which he used to win some of the most prestigious grappling competitions in the World.",https://www.bjjheroes.com/bjj-fighters/vinny-magalhaes
Vinicius Aieta,"One of BJJ’s top instructors, the Brazilian has had a tremendous impact in some of BJJ’s elite fighters, World Champions like Leticia Ribeiro, Alexandre Ribeiro, Vinny Magalhaes amongst many others.",https://www.bjjheroes.com/bjj-fighters/vinicius-aieta
Alexandre “Soca” Freitas,"An amazing grappler “Soca” has conquered numerous BJJ and submission wrestling competitions including the prestigious ADCC tournament (considered to be the elite grappling trophy), the Pan American BJJ Championship and the “Brasileiro”.",https://www.bjjheroes.com/bjj-fighters/alexandre-soca-freitas
Ryan Hall,"A BJJ Black belt under Felipe Costa, the American Ryan Hall is one of the most exciting fighters in the “Pena” division and the holder of an amazing guard.",https://www.bjjheroes.com/bjj-fighters/ryan-hall
Jorge Patino “Macaco”,"One of the most controversial fighters in Jiu Jitsu due to his bitter rivalries with former team mate Roberto Godoi and BJJ’s enfant terrible Ryan Gracie, “Macaco” was also one of the first BJJ fighters from Sao Paulo to transition successfully from Grappling to MMA (Mixed Martial Arts).",https://www.bjjheroes.com/bjj-fighters/jorge-patino-macaco-gold-team
Silvana Abreu,"A black belt under André Negao, this Brasil 021 team member has been a top competitor for several years in the female divisions.",https://www.bjjheroes.com/bjj-fighters/silvana-abreu
Francisco “Toco” Albuquerque,"A true gentleman of the sport, “Toco”, a Carlson Gracie black belt is also the founder of the prestigious “Nova Geracao” team. From his gym in Rio de Janeiro he has produced some of the best grappling talent in the world.",https://www.bjjheroes.com/bjj-fighters/francisco-toco-albuquerque
Daniel Azevedo,Daniel Azevedo is one of the top jiu jitsu fighters in the Super Pesado weight division. This Cia Paulista fighter is a black belt under Carlos Portugues Vieira and has been challenging the podium for major competitions since 2007.,https://www.bjjheroes.com/bjj-fighters/daniel-azevedo
John Will,John Will is one of Australia’s most prestigious Jiu Jitsu blacks. Being part of the famous “Dirty Dozen” – the first 12 non Brazilians to receive a black belt in BJJ.,https://www.bjjheroes.com/bjj-fighters/john-will
Muzio de Angelis,A respected Jiu Jitsu black belt and arguably the best referee in the Brazilian Jiu Jitsu Federation (CBJJ/IBJJ). Muzio is also one of the leaders of the Brasa team and a very successful instructor with over 30 black belts under his guidance,https://www.bjjheroes.com/bjj-fighters/muzio-de-angelis-brasa
Adriana Martins,"A Brazilian Jiu Jitsu black belt under two of the best coaches in the world, “Vini” Campelo and Octavio Couto (also known as “Ratinho”).",https://www.bjjheroes.com/bjj-fighters/adriana-pinto
Beto Carmona,"A successful competitor in both Judo and Jiu Jitsu, today Beto is also an instructor at the “Morada do Sol” Jiu Jitsu Academy in Botafogo – Rio de Janeiro",https://www.bjjheroes.com/bjj-fighters/beto-carmona
Luiz Guilherme,"A Jorge Pereira black belt, Guigo is a World and Pan American Champion from Rio de Janeiro. Today he lives in Sao Paulo where he leads his own BJJ team.",https://www.bjjheroes.com/bjj-fighters/luiz-guilherme-guigo
Fernando “Pinduka”,"An incredible figure in jiu jitsu’s history, master Pinduka was one of the first big stars to have come out of Carlson Gracie’s gym. He was also the original coach of the Gama Filho team and a major figure in Copacabana in the 1980s.",https://www.bjjheroes.com/bjj-fighters/fernando-pinduka
Márcio Feitosa,"3x BJJ World Champion and 5 BJJ World silver medals. This impressive resume defines this amazing competitor from Gracie Barra, today the head coach of GB America.",https://www.bjjheroes.com/bjj-fighters/marcio-feitosa
Bruno de Paula,"Another talented fighter from the illustrious Alliance jiu jitsu team, this BJJ black belt under Jamelao is also one of Brazil’s top wrestlers, having competed in the Brazilian National Olympic Team.",https://www.bjjheroes.com/bjj-fighters/bruno-de-paula
Igor Silva,"Igor Silva is one of the top players in the heavyweight black belt division. Feared for his dangerous closed guard Igor has won several important titles such as the Mundials (World Championship), the Brazilian Nationals and more recently the Rio Open.",https://www.bjjheroes.com/bjj-fighters/igor-silva
Sergio Penha,"One of Rickson Gracie’s toughest opponents, Sergio Penha has had an amazing life story from his quick rise to black belt to his sudden career change at the age of 44. Truly a legend in Jiu Jitsu.",https://www.bjjheroes.com/bjj-fighters/sergio-penha
Kyra Gracie,"One of the greatest ambassadors of Jiu Jitsu in Brazil and throughout the World, Kyra is an example of success in a sport ruled by men. She is also the first female BJJ black belt from the Gracie family to compete (and win) at the highest level.",https://www.bjjheroes.com/bjj-fighters/kyra-gracie
Helvecio Penna,"A De La Riva black belt, made famous at the age of 45 for giving Xande Ribeiro one of his toughest fights of the Mundials in 2006.",https://www.bjjheroes.com/bjj-fighters/helvecio-penna
Alexandre Paiva “Gigi”,"“Gigi” is often considered an unsung hero in Jiu Jitsu’s history. A former world champion in the sport, he has also produced some of the most important competitors of our days and formed one of the biggest teams on the planet.",https://www.bjjheroes.com/bjj-fighters/alexandre-paiva
Fabio Leopoldo,"With a fantastic list of achievements, this natural born competitor was one of Sao Paulo’s start jiu jitsu practitioners. Today living in the United States where first came to compete in MMA’s IFL, he teaches in California at the Gracie Morumbi headquarters.",https://www.bjjheroes.com/bjj-fighters/fabio-leopoldo
Helio “Soneca” Moreira,"Helio “Soneca” Moreira is a BJJ legend. A former black belt world champion, having also dwelled in Mixed Martial Arts (MMA) and he is one of the most sought out grappling coaches in the world.",https://www.bjjheroes.com/bjj-fighters/helio-soneca-moreira
Josef Manuel “Zé Cobra”,"Josef Manuel Junior, mostly known by his “war name” of “Zé Cobra”, is a martial artist with over 20 years experience in the fight game. He is also a Brazilian Jiu Jitsu black belt under one of the legends in the sport, the honourable Robson Moura.",https://www.bjjheroes.com/bjj-fighters/josef-manuel
Rodrigo Medeiros,"A black belt under Carlson Gracie, Rodrigo Medeiros is also the leader and founder of BJJ’s Revolution Team. Rodrigo is today considered to be one of the top Jiu Jitsu instructors teaching in US soil.",https://www.bjjheroes.com/bjj-fighters/rodrigo-medeiros-revolution-team
João Assis,"Joao Assis is a top grappler from Checkmat. He also competes in MMA and coaches at Carlson Gracie’s gym in Temecula, California.",https://www.bjjheroes.com/bjj-fighters/joao-assis
Ramon Lemos,"Ramon Lemos is the head jiu jitsu coach and co-founder of the famous Atos BJJ Team, having formed some of today’s top BJJ fighters, competitors such as Guilherme and Rafael Mendes, Gilbert Burns, Rodrigo Caporal amongst others. Ramon Lemos has also been involved with the grappling tuition of top Mixed Martial Arts (MMA) fighters such as UFC middleweight champion Anderson Silva and Rodrigo “Minotauro”.",https://www.bjjheroes.com/bjj-fighters/ramon-lemos-atos
Bruno Bastos,"Bruno Bastos is a Brazilian Jiu-Jitsu black belt under Wendell Alexander, famed for his involvement with the 2x world champion team Nova Uniao, a team he …",https://www.bjjheroes.com/bjj-fighters/bruno-bastos
Wendell Alexander,"One of the most important figures of the Nova Uniao team, Wendell is the co-founder of Nova Uniao and has formed fantastic competitors such as Bruno Bastos, Leonardo Santos amongst many others.",https://www.bjjheroes.com/bjj-fighters/wendell-alexander
Rodrigo Caporal,A Brazilian Jiu Jitsu black belt from the creative Atos BJJ team. Caporal is also an up and comming Mixed Martial Arts (MMA) fighter.,https://www.bjjheroes.com/bjj-fighters/rodrigo-caporal
Ricardo “Franjinha” Miller (Paragon JJ),"He is one of the most successful Jiu Jitsu coaches in California, today. The founder of Paragon BJJ academy has been one of the main culprits in the United States’s BJJ boom, having been responsible for the tuition of great fighters such as Jeff Glover, Bill Cooper and Tyrone Glover. Miller has also managed to maintain a successful competitive career of his own.",https://www.bjjheroes.com/bjj-fighters/ricardo-franjinha-miller-2
Murilo Bustamante,"Many sportsmen dream of one day becoming a legend in their sport, Murilo Bustamante achieved this status in two of the most demanding sports in the world, jiu jitsu (BJJ) and Mixed Martial Arts (MMA). At one point Murilo was one of the stars of the famous Carlson Gracie team, arguably the best BJJ team of all time. He then moved on to Mixed Martial Arts and formed one of the stronguest MMA teams the world had ever seen, BTT (Brazilian Top Team), a team he leads to this date.",https://www.bjjheroes.com/bjj-fighters/murilo-bustamante
John Danaher,"John Danaher is a New Zealand born BJJ black belt under Renzo Gracie who is considered one of the best grappling and MMA instructors in the World, having worked extensively with UFC welterweight champion, George Saint Pierre. Danaher gained notoriety as a jiu jitsu & MMA coach, though he also completed a Masters Degree in Philosophy.",https://www.bjjheroes.com/bjj-fighters/john-danaher
Gustavo Dantas,He is the Vice-President of the Arizona State Brazilian Jiu-Jitsu Federation (AZSBJJF) and a top instructor from Nova Uniao. Gustavo was also part of a generation of fantastic fighters from the late 1990’s that terrorised the BJJ mats all over the world at the time.,https://www.bjjheroes.com/bjj-fighters/gustavo-dantas
Marcos Cerqueira,"Today teaching Jiu Jitsu in the USA, Marcos Cerqueira is a Black Belt under André “Negao” Terencio.",https://www.bjjheroes.com/bjj-fighters/marcos-cerqueira
Wellington “Megaton” Dias,He is a Judo and BJJ black belt famous for his competitive spirit that has kept him at the top of his game for almost two decades. Today he is also the president of the Arizona BJJ federation and a successful BJJ coach.,https://www.bjjheroes.com/bjj-fighters/wellington-megaton-dias
Jeff Glover,"A gifted grappler from Paragon BJJ. Jeff is famous for his deep half guard techniques and for having a very attractive fighting styles always going for submissions. He has also won important tournaments such as the Pan Ams, the No Gi World Championship and Grapplers Quest.",https://www.bjjheroes.com/bjj-fighters/jeff-glover
Gabriel Vella,Gabriel Vella is one of Jiu Jitsu’s top fighters today. A Gracie Elite team fighter formerly linked with Ryan Gracie Team and Alliance.,https://www.bjjheroes.com/bjj-fighters/gabriel-vella
Roberto Godoi,"One of the best Jiu Jitsu instructors in the world, the black belt graduated by Waldomiro Perez is the founder of one of the strongest teams in Sao Paulo, Brazil – The Macaco/Godoi (today Godoi Jiu JItsu).",https://www.bjjheroes.com/bjj-fighters/roberto-godoi
Gabrielle Garcia,"abrielle Garcia, commonly referred to as Gabi Garcia, is a powerhouse competitor in Brazilian Jiu Jitsu’s female division, having the vast majority of important tournaments before even receiving her black belt rank. The Gaúcha (person from a southern region of Brazil) has since reached the degree of black belt under the illustrious ‘General’ Fábio Gurgel.",https://www.bjjheroes.com/bjj-fighters/gabrielle-garcia-bjj
Ricardo Libório,"Ricardo Liborio is mostly known as the leader of the MMA academy American Top Team (ATT), but he is also considered, by many to be the best Brazilian jiu jitsu black belt formed by Master Carlson Gracie and an all around legend of the sport. Ricardo Liborio was also the very first world BJJ champion in the super heavyweight division (A division he won weighing little over 78kg-172lbs).",https://www.bjjheroes.com/bjj-fighters/ricardo-liborio
Renato Tavares,"Renato Tavares is a representative of American Top Team in the US. Fighting since the 70’s Renato has been a top competitor for many years in different fighting sports such as BJJ (of course), submission wrestling and MMA while also being a top instructor.",https://www.bjjheroes.com/bjj-fighters/renato-tavares
Arlisson “Kiki” Melo,"A BJJ black belt from the famous Kimura-Nova Uniao, Kiki is a former BJJ World Champion and also a Brazilian National Wrestling Champion with a successful MMA (Mixed Martial Arts) career.",https://www.bjjheroes.com/bjj-fighters/arlisson-kiki-melo
Caio Terra,"Caio Terra is a world Jiu Jitsu champion who competes under the Gracie Elite Team/Gracie Fighter Team. The Brazilian black belt has had a controversial career in BJJ, having left his first team and coach in less then amicable terms but having managed an amazing and rampant rise to black belt. He has also been known for his constant battles with Jiu Jitsu’s refereeing and more recently being outspoken about steroid use in the sport.",https://www.bjjheroes.com/bjj-fighters/caio-terra
Octavio Couto “Ratinho”,"Octavio Couto, also known as “Ratinho” is a highly regarded Jiu Jitsu coach and a black belt under Romero Cavalcanti. He has been responsable for the growth of fighters such as Fernando Augusto, the Vieira brothers, Felipe Costa amongst many others.",https://www.bjjheroes.com/bjj-fighters/octavio-couto-ratinho
Rafael Lovato Jr,He made history in BJJ by being the first American to win the Brasileiro in the black belt division. He is also a World Champion and one of the toughest competitors in his division today.,https://www.bjjheroes.com/bjj-fighters/rafael-lovato-jr
Fabricio Werdum,"A 3 time World Champion and a 2 time ADCC Champion Werdum is a major fighter in MMA’s heavyweight division, having fought in three of the most important MMA organizations.",https://www.bjjheroes.com/bjj-fighters/fabricio-werdum
Marcelino Freitas,"a top fighter from Nova Uniao, Marcelino has trained with some of the best BJJ fighters of all time and is an extremely accomplished fighter himself with multiple gold medals at the Brazilian National Championships.",https://www.bjjheroes.com/bjj-fighters/marcelino-freitas
Joe Moreira,Joe Moreira was one of the first non Gracie black belt to move to the United States. He also fought twice in the UFC and was coach to some of the early UFC stars such as Kimo and famous referee “Big John” Macarthy.,https://www.bjjheroes.com/bjj-fighters/joe-moreira
Eduardo Telles,"Eduardo Telles is a Brazilian Jiu Jitsu black belt under Fabio Gurgel and one of the most criative grapplers in the World. Famed for being a fan of the “Esquijitsu” (a nickname applied to his game which translates to: weird Jiu Jitsu) he created several attacks from the turtle position, a position that was deemed a weaker position by most grapplers before Telles created the turtle guard, revolutionizing what once was defensive ‘go-to’ move.",https://www.bjjheroes.com/bjj-fighters/eduardo-telles
Rodrigo “Comprido” Medeiros,"a historical Brazilian Jiu Jitsu black belt, this 2x World Absolute World Champion has been a force to be reckoned with for over 10 years in the Black belt Divisions. Today he is one of the best BJJ coaches in the business for both sport Jiu Jitsu and grappling for MMA (Mixed Martial Arts) in the USA.",https://www.bjjheroes.com/bjj-fighters/rodrigo-comprido-medeiros
Eduardo Azevedo,"Eduardo Azevedo is a Ricardo Vieira black belt from Rio de Janeiro, Brazil. Eduardo has travelled across Europe since 2002 teaching BJJ all over the old continent and today he is settled in the United Kingdom.",https://www.bjjheroes.com/bjj-fighters/eduardo-azevedo-facts-and-bio
Roberto “Gordo” Correa,"he is one of the most important figures in Jiu Jitsu’s 1990’s era. The Gracie Barra black belt is also a brilliant BJJ instructor of his own merit, being responsable for some of the greatest BJJ champions of the last decade. Over time he has been sought out by the best in the business.",https://www.bjjheroes.com/bjj-fighters/roberto-gordo-correa
Roberto “Roleta” Magalhaes,"Roberto Magalhaes, also known as “Roleta” in Jiu Jitsu is one of the “all time greats” in competitive BJJ, a 4x World Champion with one of the most creative guard games ever seen, he is regarded as the creator of “Inverted” guard.",https://www.bjjheroes.com/bjj-fighters/roberto-roleta-magalhaes
Renato Migliaccio,"Renato Migliaccio is a Brazilian Jiu Jitsu black belt under Ryan Gracie. A former European and Pan American Champion, Renatinho (as he is comonly known) has also been fortunate in submission wrestling and MMA (Mixed Martial Arts)",https://www.bjjheroes.com/bjj-fighters/renato-migliaccio
Rodrigo Cavaca,"He is a top competitor at “Pesadissimo” and absolute weight divisions today, the Checkmat jiu jitsu team representative from Santos in Brazil has had a tremendous career with wins through and through, while also having one of the best submission records in the division.",https://www.bjjheroes.com/bjj-fighters/rodrigo-cavaca
Tony Pacenski,"An American Black Belt under Rodrigo “Comprido” Medeiros, Tony Pacenski has been training Jiu Jitsu for well over a decade, seeking the best in the business to for tuition. He is an instructor for the BJJ Revolution Team with two teams, one in California and another in Pennsylvania.",https://www.bjjheroes.com/bjj-fighters/tony-pacenski-facts-and-bio
Thiago “Monstro” Borges,"Thiago Borges, better known as “Monstro” is one of the most active BJJ fighters competing in Europe. the Carlos “Portugues” black belt has titles in Jiu Jitsu, Luta Livre and MMA (Mixed Martial Arts) while also instructing at his gym in London.",https://www.bjjheroes.com/bjj-fighters/thiago-monstro-borges-facts-and-bio
Roberto Atalla,"Roberto Atalla is one of the finest Jiu Jitsu black belts teaching in Europe today. This legendary BJJ instructor and former World Champion is one of the founders of the Rio Grappling Club, an academy that has been producing some of the best European grapplers for the passed few years.",https://www.bjjheroes.com/bjj-fighters/roberto-atalla
Oswaldo ‘Paqueta’,"A living encyclopedia of Jiu Jitsu, Paqueta is famous for being Carlson Gracie’s best friend and for having the greatest catalogue of Jiu Jitsu and MMA tapes in Brazil. A fantastic character from the BJJ World that everyone should know.",https://www.bjjheroes.com/bjj-fighters/oswaldo-paqueta
George Gracie,"George Gracie was the most important Gracie fighter in the 1930’s. The true family champion he held the Gracie Jiu Jitsu flag high for many years, competing throughout 3 decades.",https://www.bjjheroes.com/bjj-fighters/george-gracie-facts-and-bio
Oswaldo Fadda,"Oswaldo Fadda (15th of January 1921 until 1st of April 2005) was one of the greatest figures in Jiu Jitsu History. Not comming from a Gracie lineage, Fadda reached the “nono grau” (9th Dan) – Red Belt in BJJ, the greatest honour a non Gracie can ever achieve, he was also the first instructor to take Jiu Jitsu to the poor(er) comunities living in the outskirts of Rio de Janeiro were only the rich practiced the sport.",https://www.bjjheroes.com/bjj-fighters/oswaldo-fadda-facts-and-bio
Osvaldo Alves,Here is a chance to meet one of the most legendary figures in the sport of Brazilian Jiu Jitsu. The Red Belt from Reyson Gracie is a top instructor in the sport today and was one of the biggest figures of the 1960s as a competitor.,https://www.bjjheroes.com/bjj-fighters/osvaldo-alves-facts-and-bio
João Zeferino,"Another great fighter out of Floripa, Zeferino has been an avid competitor in the Brazilian national scene and in MMA.",https://www.bjjheroes.com/bjj-fighters/joao-zeferino-facts-and-bio
Royler Gracie,"Royler Gracie was the first great champion in Jiu Jitsu, he set the record at the time for most consecutive World Championship victories and was the most successful Gracie representative of his generation in BJJ, Grappling and MMA.",https://www.bjjheroes.com/bjj-fighters/royler-gracie-facts-and-bio
Luanna Alzuguir,"One of the best female fighters today, Luanna Alzeguir has collected Gold medals throughout these last few years. Get to know more about this phenomenal fighter from Alliance.",https://www.bjjheroes.com/bjj-fighters/luanna-alzeguir-facts-and-bio
Wallid Ismail,"A charismatic fighter from Carlson Gracie’s academy, this die hard amazonian is one of jiu jitsu’s main figures in the 1990’s. Here is a piece of his legacy, some of the stories that made BJJ 1990’s era.",https://www.bjjheroes.com/bjj-fighters/wallid-ismail-facts-and-bio
Roger Gracie,"One of the most accomplished jiu jitsu competitors in the world, Roger Gracie has won over 10 BJJ world jiu jitsu championship medals, including 3 golds in the open weight division, a deed never done before. Roger Gracie has other titles such as the ADCC championships, European Open and Pan American Championship, as well as a career in Mixed Martial Arts – MMA.",https://www.bjjheroes.com/bjj-fighters/roger-gracie-bio
Marco Barbosa,"Marco Barbosa, kindly nicknamed “Barbosinha” or “Barba” by the fans and friends in the Jiu Jitsu community, is a Judo and Brazilian Jiu Jitsu black belt who is regarded as one of the best instructors in BJJ. His academy in Sao Paulo, Barbosa Jiu Jitsu, is a top of the line grappling, Jiu Jitsu & MMA facility from where Marco Barbosa has produced several high level competitors.",https://www.bjjheroes.com/bjj-fighters/marco-barbosa-facts-and-bio
Claudio Silva,"Claudio Henrique, also known as “Mineiro” or “Banheira” is another fantastic black belt under Ricardo Vieira, an European and South American Champion with a fantastic future ahead of him.",https://www.bjjheroes.com/bjj-fighters/claudio-henrique-facts-and-bio
Amaury Bitetti,"Possibly the greatest Jiu Jitsu fighter on the 90´s era, Amaury was the very first fighter to have won the Absolute (open weight) division on two occasions and was one of the greatest fighters to have ever come out of Carlson Gracie’s Camp.",https://www.bjjheroes.com/bjj-fighters/amaury-bitetti-facts-and-bio
Murilo Santana,"A ADCC Brazilian trials winner and a Brazilian National Champion in Jiu Jitsu, this Mario Yamasaki black belt is easily one of the top fighters in the middleweight division. Get to know more about this Sao Paulo native.",https://www.bjjheroes.com/bjj-fighters/murilo-santana-facts-and-bio
Saulo Ribeiro,"Saulo Ribeiro is a 5x Brazilian jiu jitsu World Champion and one of the greatest BJJ fighters to have ever competed in the sport. A black belt in both judo and Brazilian jiu jitsu, Saulo Ribeiro has won the ADCC (the most important submission wrestling tournament in the World) on two occasions forming together with his younger brother Alexandre Ribeiro one of the most accomplished families in the sport.",https://www.bjjheroes.com/bjj-fighters/saulo-ribeiro-facts-and-bio
Tarsis Humphreys,"The porwerful Alliance fighter has been on almost every podium he has competed in since 2006, the Sao Paulo native is famous for both his strength and his tactical expertise.",https://www.bjjheroes.com/bjj-fighters/tarsis-humphreys-facts-and-bio
Alexandro Ceconi,"Alexandre Ceconi is one of the most exciting fighters in Brazilian Jiu Jitsu at the moment, this fantastic black belt from Santa Catarina has a great future in front of him.",https://www.bjjheroes.com/bjj-fighters/alexandre-ceconi-facts-and-bio
Bibiano Fernandes,"Bibiano Fernandes is one of the most decorated Jiu Jitsu fighters doing MMA at the moment, a 5 time World Champion and 3 time Pan American with an amazing life story.",https://www.bjjheroes.com/bjj-fighters/bibiano-fernandes-facts-and-bio
Felipe Costa,"Felipe Costa is a BJJ World Champion and one of the top roosterweights in Jiu Jitsu, he became a sensation in the Jiu Jitsu realm after achieving his first gold medal at the World Championships, Felipe had never won a medal at a major competition before that date, which made him the first competitor ever to win the most coveted of medals at the black belt division without having previously established a name for himself.",https://www.bjjheroes.com/bjj-fighters/felipe-costa-facts-and-bio
Rafael dos Anjos,"Rafael dos Anjos is a fantastic MMA fighter with an amazing record fighting for the UFC. He is also a great Black Belt from the Gracie Barra team. Get to know more about this great lightweight fighter, from how he started in BJJ to his climb through the MMA ranks.",https://www.bjjheroes.com/bjj-fighters/rafael-dos-anjos-wiki
Daniel Moraes,Daniel Moraes is a Top BJJ Black Belt from Royler Gracie now fighting out off Relson Gracie. Get to know more about this former World and Pan American Champion.,https://www.bjjheroes.com/bjj-fighters/daniel-moraes-facts-and-bio
Alexandre de Souza,"Alexandre de Souza aka “Pop” is one of the top competitors in Jiu Jitsu today. Being awarded his black belt by Crolin Gracie in 2004, he is an instructor and avid competitor always under his masters Floripa banner.",https://www.bjjheroes.com/bjj-fighters/alexandre-de-souza-facts-and-bio
Gilbert Burns “Durinho”,"Gilbert Burns, also known in the Jiu Jitsu community as “Durinho” is one of the Top BJJ lightweights in the World having won some of the most prestigious tournaments in the world. The Atos Team standout came to the limelight of Jiu Jitsu in 2009 after he reached the final of the Mundials, but his great moment came in June 2011 wen he defeated favorite Kron Gracie for the World BJJ title.",https://www.bjjheroes.com/bjj-fighters/gilbert-burns-durinho-facts-and-bio
