Fighter,Summary,Link
Lucas “Hulk” Barbosa,"Lucas Barbosa, commonly known as Lucas “Hulk”, is a Brazilian jiu jitsu black belt under André Fabiano, who became known among the mainstream grappling community competing for Márcio Rodrigues’ team. Lucas Hulk’s breakthrough in the sport occurred in 2014 after his dominating performances throughout the “THE TEAM” episodes, a web based show produced by Copa Pódio in which he participated as a member of Leandro Lo’s squad. Lucas Barbosa’s talent was later cemented with wins at Abu Dhabi’s World Pro, the IBJJF World Championships as well as the Brazilian Nationals.",https://www.bjjheroes.com/bjj-fighters/lucas-hulk-barbosa
Garry Tonon,"Garry Tonon is a Brazilian jiu jitsu black belt under Tom deBlass and Ricardo Almeida, having earned important medals for his team (Renzo Gracie Academy – NJ/Ocean County), including titles at the IBJJF World and Pan American Championships. Known as a No Gi specialist, Tonon earned his reputation through various accomplishments in prestigious grappling events, particularly in the submission only format such as: Metamoris, Polaris and Eddie Bravo Invitational (EBI). Garry Tonon has also worked extensively with coach John Danaher at RGA – NYC.",https://www.bjjheroes.com/bjj-fighters/garry-tonon
Joaquina Bonfim,"Joaquina Bonfim is a Brazilian jiu jitsu black belt under the illustrious coach “Zé Radiola”, leader of Gracie Barra – Pernambuco, an academy that has produced a long list of talented grapplers, such as Lucas Rocha, Otávio Sousa or Victor Estima. One of the main female black belt competitors to have come out of her state, Joaquina has cinched important titles on a national and international level, such as Brazilian National Champion (CBJJ/IBJJF), National Pro Champion (UAEJJ) or World Champion (CBJJE).",https://www.bjjheroes.com/bjj-fighters/joaquina-bonfim
Manuel Ribamar,"Manuel Ribamar, also known as “Riba”, is a black belt in Brazilian jiu jitsu under Rodrigo Pinheiro and Cicero Costha, being regarded as one of the top middleweight competitors of his generation in the sport. Born in the state of Amazonas – Brazil, Ribamar has had a few different coaches going up the ranks, but it was at Cicero Costha’s PSLPB academy that his grappling style truly developed, earning him titles at the World and South American Championships.",https://www.bjjheroes.com/bjj-fighters/manuel-ribamar
Polaris 2 Results,"The wait is finally over and Polaris delivers yet again an amazing show. As predicted the event had exciting matches throughout, a result of some fantastic …",https://www.bjjheroes.com/bjj-fighters/polaris-2-results
Jamie Cruz,"Jamie Cruz is a Brazilian jiu jitsu black belt under Renzo Gracie, being regarded as one of the top grappling instructors in the state …",https://www.bjjheroes.com/bjj-fighters/jamie-cruz
Márcio Rodrigues,"Márcio Rodrigues is a Brazilian jiu jitsu black belt under Irami Gomes Rocha, and the founder of Equipe Márcio Rodrigues from where he has developed several high end athletes such as Lucas “Hulk” Daniel, Ygor Rodrigues as well as Yago and Ana Rodrigues. Master Márcio Rodrigues is also a reformed convict who turn his life around through jiu jitsu and used his knowledge to develop a social project focussed on the sport, with the purpose of taking kids away from the drugs and violence of some of Rio de Janeiro’s troubled favelas.",https://www.bjjheroes.com/bjj-fighters/marcio-rodrigues
Alan “Gumby” Marques,"Alan Marques, commonly known as “Gumby”, is a figure of great importance for the development of Brazilian jiu jitsu in the USA. A black belt under Ralph Gracie, Gumby became the co-founder of OnTheMat (OTM), a company that revolutionized jiu jitsu’s industry through their unbiased and innovative approach to the sport through both journalism and retail. Alan Marques is also the founder of Heroes Martial Arts, one of the prime grappling academies in San Jose, California.",https://www.bjjheroes.com/bjj-fighters/alan-gumby-marques
Emily Kwok,"Emily Kwok is a Japanese born Canadian, who holds the rank of black belt in Brazilian jiu jitsu under Ricardo Almeida. Known as a pioneer of the sport and a great ambassador for women’s jiu jitsu, Kwok has won numerous titles such as World Jiu Jitsu Champion (gi and nogi). She is also known for her work with Marcelo and Tati Garcia.",https://www.bjjheroes.com/bjj-fighters/emily-kwok
Louis Vintaloro,"Louis Vintaloro is a judo and Brazilian jiu jitsu black belt under Royler Gracie, being one of the pioneers of this grappling style in New Jersey, particularly in the northern area of this American state. Vintaloro is also known as the founder of the Performance Jiu-Jitsu, an academy in which big names of the sport started their careers, names such as Dominyka Obelenyte and JT Torres.",https://www.bjjheroes.com/bjj-fighters/louis-vintaloro
Sebastian Lalli,"Sebastian Lalli is a Brazilian jiu jitsu black belt under Carlos Lima, originally from Buenos Aires – Argentina. A prestigious ambassador of the sport in the South of Brazil where he established “Equipe 1”, one of the biggest teams in the region, Lalli is also a former world champion (gi and no gi) as well as one of the main figures within the Checkmat academy, a team he helped establish in 2008 together with the Vieira brothers and Chico Mendes.",https://www.bjjheroes.com/bjj-fighters/sebastian-lalli
Victor Honório,"Victor Honório is a Brazilian jiu jitsu black belt under José Honório Filho and a member of GF Team. On the 9th of May 2015, Honório turned many heads his way after reaching the 2nd place of Copa Pódio’s Heavyweight GP, one of the main professional events in the jiu jitsu circuit, as a fairly unknown brown belt. Since then Victor has been widely recognized as one of the most talented ultra heavyweight grapplers of his generation.",https://www.bjjheroes.com/bjj-fighters/victor-honorio
İbrahim İnal,"İbrahim İnal is a Brazilian jiu jitsu black belt under Leonardo Vieira, being one of the pioneers and driving forces of this martial art/combat sport in Turkey. İbrahim İnal made a career in the jiu jitsu competing for the Checkmat academy, earning important titles such as the European Open (gi and no gi) as well as the World Masters Championship.",https://www.bjjheroes.com/bjj-fighters/ibrahim-inal
Herbert Burns,"Herbert Burns is a Brazilian jiu jitsu black belt under Rafael “Fofitio”, and Gilbert “Durinho” Burns (Herbert’s brother). Herbert made a career in the lower belt divisions of the Brazilian grappling circuit, earning important titles such as the Brazilian No Gi Nationals and the Brazilian Teams tournament before his career change to mixed martial arts (MMA).",https://www.bjjheroes.com/bjj-fighters/herbert-burns
Michael Musumeci,"Mikey Musumeci, is a Brazilian jiu jitsu black belt under Gilbert “Durinho” Burns and Jonatas “Tagarela” Gurgel, who is also known to have trained extensively with the Mendes brothers: Rafael and Guilherme Mendes. Musumeci made a name for himself in the lower belt divisions of the sport, winning sequential world titles from juvenile blue, up to brown belt, earning his black belt at the age of 18. Michael is also the younger brother of another high level jiu jitsu athlete, Tammi Musumeci.",https://www.bjjheroes.com/bjj-fighters/mikey-musumeci
Matheus Diniz,"Matheus Diniz is a Brazilian jiu jitsu black belt under the illustrious Marcelo Garcia, being part of an incredible generation of athletes produced by the respected grappling coach, a generation that included competitors such as Dillon Danis, Dominika Obelenyte, Jonathan Satava, Marcus Tinoco and Mansher Khera. Diniz made a name for himself in the sport, competing in the brown belt division, where he conquered important titles such as the World No Gi and Pan American.",https://www.bjjheroes.com/bjj-fighters/matheus-diniz
Guilherme Augusto,"Guilherme Augusto is a Brazilian jiu jitsu black belt under the illustrious Everdan Olegário, commonly known as “Mestre Dan”. A member of the Alliance academy – Cohab branch, an academy that has developed high end talent such as Sergio Moraes and Dimitrius Souza, Augusto made a name for himself in the sport’s lower belt divisions, winning important titles such as Brazilian National Champion and Sao Paulo Open champion in both his weight and the open weight divisions.",https://www.bjjheroes.com/bjj-fighters/guilherme-augusto
Osvaldo “Queixinho” Moizinho,"Osvaldo Augusto Moizinho, commonly known as “Queixinho” is a Brazilian jiu jitsu black belt under the Soul Fighters founding members (Rafael Barbosa, Leandro Escobar, Bruno Mendes and Augusto “Tanquinho”), although he is also known for his time spent as a student and team mate of Caio Terra. A Rio de Janeiro native, Queixinho made his name in the sport of jiu jitsu competing in the United States, where he conquered World and Pan American titles.",https://www.bjjheroes.com/bjj-fighters/osvaldo-queixinho-moizinho
Venla Luukkonen,"Venla Luukkonen is a Brazilian jiu jitsu black belt under Pedro Duarte, of the Jyväskylän Fight Club (Hilti BJJ Jyväskylä) in Finland, being the first black belt world champion to emerge from this Northern European country. Before winning the 2014 IBJJF World Championship at black belt, Venla Luukkonen was already regarded as one of the top female grapplers of her generation, having consistently medalled in jiu jitsu’s top tournaments throughout her lower belt career.",https://www.bjjheroes.com/bjj-fighters/venla-luukkonen
Dean Liebenberg,"Dean Liebenberg, commonly known as “Cu Vermelho” is a Brazilian jiu jitsu black belt under Carlos “Portugues” Vieira, being regarded as one of the top representatives of the Cia Paulista academy in Australia. A former rugby player, Dean excelled in the sport of jiu jitsu, medalling in important international grappling events such as the Pan Pacific Championship, Pan American Championship, European Open and World Championship.",https://www.bjjheroes.com/bjj-fighters/dean-liebenberg
Beneil Dariush,"Beneil Dariush is a Brazilian jiu jitsu black belt under Romulo Barral, who was regarded as one of the top grappling prospects in the world before his change in career focus to mixed martial arts (MMA). A World Champion and World No Gi Champion in the lower belt divisions of BJJ, with wins over big names such as Kron Gracie, Beneil Dariush quickly climbed up the ladder of success in MMA, reaching the sport’s ultimate promotion – the UFC.",https://www.bjjheroes.com/bjj-fighters/beneil-dariush
Yago de Souza,"Yago de Souza is one of the top grappling competitors of his generation as well as a black belt in Brazilian jiu jitsu under Cicero Costha. Yago earned his reputation in the lower belt divisions, where he earned the world championship, European Open, Brazilian National Championship as well as the South American Championship.",https://www.bjjheroes.com/bjj-fighters/yago-de-souza
Tom DeBlass,"New Jersey born Tom DeBlass, is a well respected member of the grappling community both as a competitor as well as an instructor, having earned his Brazilian jiu jitsu black belt under Ricardo Almeida and produced high level athletes from his Ocean County Brazilian Jiu-Jitsu academy. DeBlass has also competed in MMA, with stints at the UFC and Bellator.",https://www.bjjheroes.com/bjj-fighters/tom-deblass
Tony Passos,"Antonio Passos, commonly known as Tony Passos, is a Brazilian jiu jitsu black belt under Moacir “Boca” Omena and Ricardo De La Riva, although he became better known as one of the louder voices of the Atos Jiu Jitsu team, a grappling camp he joined by the end of 2011. Passos is also recognized as one of the top jiu jitsu coaches in the United States, a country he moved to in 2004.",https://www.bjjheroes.com/bjj-fighters/tony-passos
Luiza Monteiro,"One of the best grapplers of her generation, Luiza Monteiro is a Brazilian jiu jitsu black belt under Rodrigo Cavaca, who’s career in the sport is commonly associated with the Projecto Social Lutando Pelo Bem team of Cicero Costha. One of the top athletes in jiu jitsu’s women’s division, Monteiro conquered numerous medals in a variety of weight classes, from featherweight to medium heavy.",https://www.bjjheroes.com/bjj-fighters/luiza-monteiro
Dillon Danis,"Born in New Jersey, USA, Dillon Danis is an accomplished Brazilian jiu jitsu black belt under Marcelo Garcia of the Alliance Academy, being part of a fruitful generation of grapplers produced by the well respected Marcelinho, from his New York based gym. Dillon Danis made a name for himself at the start of 2014 through his incredible brown belt campaign that year.",https://www.bjjheroes.com/bjj-fighters/dillon-danis
Edwin Najmi,"Edwin Najmi is a Brazilian jiu jitsu black belt under Romulo Barral of the Gracie Barra academy (Northridge branch), a gym that has produced many talented grapplers, including Beneil Dariush, Pedro Araújo, Gabriel Larges, to name a few. One of the most talented grapplers of his generation, with a crowd pleasing submission orientated jiu jitsu style, Edwin Najmi climbed the belt ranks, stacking wins at the sport’s most revered tournaments, such as the World Championship, European Open and Pan American Championship.",https://www.bjjheroes.com/bjj-fighters/edwin-najmi
Dominyka Obelenyte,"Dominyka Obelenyte is a lithuanian-american grappler, being the first female Brazilian jiu jitsu black belt under the legendary Marcelo Garcia. Regarded as a true grappling phenomenon since her early teens Dominyka Obelenyte proved her star quality by consistently winning at the highest level of the sport, being one of the youngest ever world champions in an adult division (14 years of age), a deed only surpassed by Luzia Fernandes.",https://www.bjjheroes.com/bjj-fighters/dominyka-obelenyte
Carlos Rollyson,"Carlos Rollyson is a Brazilian jiu jitsu (BJJ) coral belt (7th degree) who earned his black belt from Master Carlson Gracie, having also a black belt in judo, which he achieved while training under Takise Ueda. After the passing of his BJJ mentor, Rollyson decided to leave the Carlson Gracie Academy, joining the multiple time world champion team, Alliance Jiu Jitsu. Carlos Rollyson is also one of the most high ranked jiu jitsu figures in South Florida.",https://www.bjjheroes.com/bjj-fighters/carlos-rollyson
André Motta,"André Motta is a Brazilian jiu jitsu black belt under André Pederneiras of Nova Uniao, being one of the team’s top grappling competitors throughout the late 1990’s and early 2000’s, alongside legendary black belts such as Victor “Shaolin” Ribeiro, Robson Moura, Leo Santos and many others. Throughout André Motta’s career, he was mostly known for his incredibly technical spider guard game, a game that earned him many praises and medals, a guard that was only passed once in his career as an adult black belt.",https://www.bjjheroes.com/bjj-fighters/andre-motta
Rosângela “Zanza” Conceição,"Rosângela Conceição, is a historic Brazilian jiu jitsu figure, being the very first female world champion in the sport. Conceição is also a legendary figure in judo and freestyle wrestling having been part of the Brazilian national Olympic squad for both sports, being regarded as the most accomplished female wrestler ever produced by the south american country.",https://www.bjjheroes.com/bjj-fighters/rosangela-conceicao
Vinícius Cruz,"Vinícius Cruz, is a historic figure in Brazilian jiu jitsu, having medalled on multiple occasions in important tournaments such as the Copa Company, the World Championship, the Pan American Championship and many others. A former member of the Carlson Gracie Academy, Vinícius Cruz is often associated with the “loop choke”, a technique he perfected during the 1990’s applying it often in competition.",https://www.bjjheroes.com/bjj-fighters/vinicius-cruz
Carlos Rosado,"Carlos Rosado is a Brazilian jiu jitsu red belt, the highest grade possible in BJJ, being not only the youngest man to ever receive the honour in the sport, but also the only red belt ever awarded by the late Master Carlson Gracie. Regarded by many as the best student from Carlson Gracie’s first generation of black belts, Carlos Rosado is also the founder of the Rosado Jiu Jitsu Academy.",https://www.bjjheroes.com/bjj-fighters/carlos-rosado
João Pedro “Somalia”,"João Pedro “Somalia” is a Brazilian jiu jitsu black belt under Jonathas “Monteirinho” Couto and Eduardo “Jamelão” Conceição of Checkmat academy. Somalia burst into the grappling scene after winning two world titles at brown belt, later becoming a Pan American champion on his first year as a black belt, cementing his name as one of the top grapplers of his generation.",https://www.bjjheroes.com/bjj-fighters/joao-pedro-somalia
Free Copa Podio Live Stream,"Watch Copa Podio’s Heavyweight GP livestream for free here! One of the most important tournaments on the jiu jitsu calendar, Copa Podio gathers some of today’s top talent in the Brazilian jiu jitsu heavyweight division. This evening’s heavyweight GP is brought to you free of charge, curtsey of Copa Podio’s management.",https://www.bjjheroes.com/bjj-fighters/free-copa-podio-live-stream
Luan Carvalho,"Luan Carvalho is a Brazilian jiu jitsu black belt under Master Cláudio Joanino of the Nova União academy in Macaé. One of the rare examples of a competitor who reached success at black belt, having gone through his coloured belt career in obscurity, Luan turned a few heads his way after his 2015 Pan American Championship performance where he defeated the decorated veteran Rodrigo Caporal. Carvalho would carry on in good form that year winning the Rio Fall Open and at the Brazilian Nationals, defeating two former champions, Michael Langhi and Juan Caio Kamezawa while cementing his name as one of the top lightweights of his generation.",https://www.bjjheroes.com/bjj-fighters/luan-carvalho
Felipe “Zicro” Neto,"One of the main figures of the Alliance academy during the 1990s, Felipe Neto, also known as Zicro, was the first black belt to accompany Romero Cavalcanti to the United States, helping Master Jacaré establish the Alliance HQ on American soil. Zicro would later open his own Alliance branch in Florida.",https://www.bjjheroes.com/bjj-fighters/felipe-zicro-neto
Gabriel Rollo,"Gabriel Rollo is one of the top lightweights in the Brazilian jiu jitsu lightweight division of his generation, having medalled in important grappling tournaments such as the South American, World, Pan American Championships as well as the European Open. Learn more about this Checkmat black belt here.",https://www.bjjheroes.com/bjj-fighters/gabriel-rollo
Enson Inoue,"One of the toughest men to have competed in combat sports, Enson Inoue, or “Yamato Damashii”, is an American born Brazilian jiu jitsu black belt under John Lewis, being the founder of the world famous Purebred Academy. A polarizing figure in both jiu jitsu and mixed martial arts (MMA), Enson was of great importance in the development of Brazilian jiu jitsu in Japan, having introduced the combat style to many important Japanese grapplers.",https://www.bjjheroes.com/bjj-fighters/enson-inoue
Fabiano “Pega Leve” Scherner,"Fabiano Scherner is a Brazilian jiu jitsu black belt of Murilo Bustamante and Luis Roberto Duarte, having earned his grade in under four years, a remarkable achievement in the sport. Scherner is also a former mixed martial arts (MMA) fighter who competed for important organizations such as the Ultimate Fighting Championship and Cage Rage.",https://www.bjjheroes.com/bjj-fighters/fabiano-pega-leve-scherner
Givanildo Santana,"Givanildo Santana is a Lotus Jiu Jitsu Club representative, and former mixed martial arts (MMA) fighter who was regarded as one of the top jiu jitsu stylists in MMA, having finished his career with an 18-3-0 record, 16 submission wins (13 armbars).",https://www.bjjheroes.com/bjj-fighters/givanildo-santana
Geo Martinez,"Geovanny Martinez, commonly known as “Geo” Martinez is a 10th Planet jiu jitsu black belt under Eddie Bravo and one of the top no gi grapplers of his generation, having reached his black belt grade in 3 years time with big wins at touraments such as the ADCC trials and EBI.",https://www.bjjheroes.com/bjj-fighters/geo-martinez
Rodrigo Pagani,"Rodrigo Pagani is a jiu jitsu black belt under Saulo Ribeiro, being an illustrious representative of the Ribeiro Jiu Jitsu association in Brazil. A former Brazilian National and International Masters & Seniors champion, Rodrigo Pagani is mostly known for his trademark positions, such as the “magretti choke” and the “curu curu guard”.",https://www.bjjheroes.com/bjj-fighters/rodrigo-pagani
David Terrell,"David Terrell (Dave Terrell) was the first black belt in Brazilian jiu jitsu awarded by Cesar Gracie. Widely regarded as one of the top grappling competitors of his generation, having medalled at the ADCC tournament finals and with wins over renowned competitors such as Ricardo Almeida, Fernando “Margarida” or Dean Lister. David Terrell transitioned to mixed martial arts (MMA), reaching the UFC, though he would later be cut from the organization after a series of unfortunate injuries. Dave Terrell later became one of the top grappling and MMA coaches in North California, through his own endeavour, the NorCal Fighting Alliance, find out the story of this American grappling legend here.",https://www.bjjheroes.com/bjj-fighters/david-terrell
Dimitrius Souza,"Dimitrius Souza, also known as “Dimi” is a Brazilian jiu jitsu black belt under Sergio Moraes and one of the top Alliance academy representatives in the heavyweight division. A product of the Nascidos para Vencer social project in Sao Paulo, Dimitrius medalled in some of the top tournaments in the world at black belt such as the World Jiu Jitsu Championship, having also won the Brazilian National title on several occasions as well as the South American title.",https://www.bjjheroes.com/bjj-fighters/dimitrius-souza
Bruno Fernandes,"One of the top representatives of the Gracie Barra team during the early 2000’s, Bruno Fernandes became one of the most prestigious grappling coaches in Canada, having worked with many of UFC’s top stars from the Tri Star gym in Montreal, including George St. Pierre. Bruno later founded the first Gracie Barra academy in Montreal.",https://www.bjjheroes.com/bjj-fighters/bruno-fernandes
"Top BJJ Fighters Today, Mar 2015 Rankings","BJJ Ranking, March 2015 edition. The BJJ Heroes’ jiu jitsu rankings follows a competition driven point system, these points are harvested from the sport’s most important tournaments to form an unbiased list of top Brazilian jiu jitsu competitors by weight division. On this article you will find who are the top grapplers in the world at this moment in time.",https://www.bjjheroes.com/bjj-fighters/top-bjj-fighters-today-mar-2015-rankings
Fernando Gurgel,"Fernando Gurgel is one of the founders of Brazilian jiu jitsu’s most dominating team, the Alliance academy. A former student of Romero Cavalcanti, Fernando Gurgel was at one point the head coach of the Alliance academy in Rio de Janeiro. Fernando is also the older brother of Fabio Gurgel. Find more of this great BJJ figure here.",https://www.bjjheroes.com/bjj-fighters/fernando-gurgel
Sergio “Malibu” Jardim,"Sergio “Malibu” was one of the most recognizable figures in Jiu Jitsu during the 1980s and 1990s. One of the main advocates for the surfing/jiu jitsu lifestyle crossover, and former Pan American and Brazilian National Jiu Jitsu Champion, Malibu was a student of Rolls Gracie and Rickson Gracie who became highly involved with the start of the Master Academy of Romero Cavalcanti.",https://www.bjjheroes.com/bjj-fighters/sergio-malibu-jardim
Alexandre “Café” Dantas,"One of the greatest super heavyweight competitors in jiu jitsu’s sporting history, Alexandre “Café”, became known as a Gracie Barra representative during the 2000’s decade, where he accumulated victories over some top competitors such as Fabricio Werdum, Marcelo Garcia, Fernando “Terere” or Demian Maia to name a few. Café also had a short spell as a mixed martial arts fighter, competing in the UFC.",https://www.bjjheroes.com/bjj-fighters/alexandre-cafe-dantas
Ricardo Rezende,"Ricardo Rezende is a Brazilian jiu jitsu black belt under Roberto “Cyborg” Abreu, being also one of the most talented grapplers of his generation, having earned important titles in the sport, such as the World Expo GP, the No Gi Pan American and the Miami Open, to name a few. Find more on this Fight Sports athlete here.",https://www.bjjheroes.com/bjj-fighters/ricardo-rezende
Kim Terra,"Kim Terra is a Brazilian jiu jitsu black belt under Ricardo Vieira, being a representative of the CTBJJA at international events, a team created by Kim’s older brother Caio Terra. Kim is regarded as a tough competitor in the black belt division, having medalled in tournaments such as the World and Brazilian National No Gi Championships as well as the Pan American Jiu Jitsu Championship. Check inside for more detail regarding Kim Terra.",https://www.bjjheroes.com/bjj-fighters/kim-terra
Monique Elias,"One of the top competitors in Brazilian jiu jitsu’s female division, Monique Elias stormed through her competition at the lower belt levels obtaining a stacked list of sporting accomplishments. Find the story of this former model turned into fierce competitor in one of the toughest sports in the world.",https://www.bjjheroes.com/bjj-fighters/monique-elias
IBJJF London Winter Open Results,"One of Europe’s most prestigeous tournaments, the IBJJF London Winter Open 2015 was (yet again) an alround success. Located in the excellent Copper Box …",https://www.bjjheroes.com/bjj-fighters/ibjjf-london-winter-open-results-2015
Roy Harris,"Roy Harris is an accomplished American martial artist, known in the Brazilian jiu jitsu world for being a black belt under Joe Moreira and for belonging to jiu jitsu’s “Dirty Dozen”, the first group of 12 non Brazilian men to have been distinguished with the rank of black belt in this grappling style. Roy Harris is also known as one of the first instructors to publicly publish a formal testing criteria for jiu jitsu, formalizing his promotion tests from white belt to black belt. Find more of Harris’ story here.",https://www.bjjheroes.com/bjj-fighters/roy-harris
Marcos Tinoco,"Marcos Tinoco, also known as Marcos Silva or “Lekinho”, is a Brazilian jiu jitsu black belt under Marcelo Garcia, who trained extensively with Juarez Soares in Brazil. Tinoco belongs to a first generation of black belt competitors developed by the legendary Garcia, a team that caused waves in the sport of jiu jitsu at brown belt. Find here more about Marcos Tinoco, his roots and his grappling career.",https://www.bjjheroes.com/bjj-fighters/marcos-silva-tinoco
Marcelo Alonso,"Marcelo Alonso is a 5th degree black belt in Brazilian jiu jitsu regarded as one of Carlson Gracie’s most famous and respected students. Alonso was an instructor at the Carlson Gracie Academy in Rio de Janeiro for many years, coaching many of the great fighters of that era before moving to the United States in the late 1990’s, settling in the Seattle area, where he quickly became a reference among the local grappling scene.",https://www.bjjheroes.com/bjj-fighters/marcelo-alonso
Rafael ”Fofitio” Barros,"Rafael “Fofitio” was one of the best competitors of the Galo (under 127lbs) division and the leading figure of an important Brazilian grappling team named Oriente Jiu Jitsu, of Niteroi, a team affiliated with Nova Uniao, that produced legendary jiu jitsu competitors such as Thiago Fernandes, Ramon Lemos, Gilbert Burns and many others. A former 2x world champion and 2x world cup champion, Fofitio was one of the top figures of the 2000’s decade.",https://www.bjjheroes.com/bjj-fighters/rafael-fofitio-barros
Marcelo Mello,"Marcelo Mello is a former UFC fighter and a Brazilian jiu jitsu black belt, officially under Royler Gracie, who also trained extensively with the late Master Carlson Gracie. A historical figure in the sport having helped establish the Brazilian grappling style in places such as Argentina and the USA, Mello’s path in jiu jitsu is also unique one, as he was awarded his black belt on two separate occasions (in 1994 and in 1997) by two separate instructors, Carlson and Royler Gracie respectively. Full story here.",https://www.bjjheroes.com/bjj-fighters/marcelo-mello
IBJJF European Open Jiu Jitsu Broadcast,"Check out the jiu jitsu European Open Live Stream Broadcast Here! The European Championship gets the ball rolling for IBJJF’s busy 2015 calendar. The first major tournament of the year is taking place in Lisbon, Portugal, having started on the 21st of January (finishes on the 25th of January 2015).",https://www.bjjheroes.com/bjj-fighters/ibjjf-european-open-jiu-jitsu-broadcast
Jiu Jitsu European Open Predictions,"Another fantastic year of jiu jitsu is ahead of us and as per usual, the honours will be made in Lisbon by the European …",https://www.bjjheroes.com/bjj-fighters/jiu-jitsu-european-open-predictions
Luca Atalla,"Luis Carlos Atalla, commonly known as “Luca” Atalla, is a black belt in Brazilian jiu jitsu under the illustrious Carlos Gracie Junior and a pioneer in jiu jitsu journalism, being the original chief editor of the sport’s leading magazine – GracieMag. Before turning his focus to journalism, Luca Atalla was one of the rising stars of jiu jitsu with one world title and three pan american championships in the lower belt divisions, find out more about this BJJ figure here.",https://www.bjjheroes.com/bjj-fighters/luca-atalla
Javier Vazquez,"Javier Vazquez, also known as “Showtime”, is a Brazilian jiu jitsu black belt under Rodrigo Medeiros, a rank he achieved in 2003, making him most likely the first Cuban black belt in the Brazilian grappling style. Javier is also a wrestler and a retired mixed martial artist with a successful career having competed at some of the top promotions in the world such as KOTC, WEC and the UFC . Javier Vazquez is also married to Rose Gracie, daughter of 9th degree jiu jitsu red belt Rorion Gracie, with whom he runs the “Gracie Tournaments” organization.",https://www.bjjheroes.com/bjj-fighters/javier-vazquez
Henry Akins,"Henry Akins is a black belt in jiu jitsu, a rank awarded by Rickson Gracie. Akins was an important instructor at Rickson’s academy in California before becoming the head coach of Dynamix Martial Arts. Often regarded as one of the best black belts produced by the legendary Gracie, Akins is known for his controversial views on sport Brazilian jiu jitsu, comparing it to Tae Kwon Do, as an example of a sporting format which diluted the essence of a art martial.",https://www.bjjheroes.com/bjj-fighters/henry-akins
Renato Miragaia,"One of the greatest prospects in Brazilian jiu jitsu during the 1990’s, Renato Miragaia made a name for himself in the lower belt tournaments of the sport, defending the Gracie Barra team banner. Though Renato left the sport early in his black belt career to pursue an occupation outside jiu jitsu, his legacy remained through one of his trademark position, a position many call “the Miragaia”.",https://www.bjjheroes.com/bjj-fighters/renato-miragaia
Michael Liera Jr.,"Michael Liera Junior is a Brazilian jiu jitsu black belt under André Galvão, and a top competitor for the Atos academy, who is widely recognized as one of the most talented grapplers of his generation. This fantastic guard specialist from Littleton, Colorado – US, started making waves in jiu jitsu as a blue belt, winning two world titles a deed he repeated in all his belts before reaching black belt status.",https://www.bjjheroes.com/bjj-fighters/michael-liera-jr
Fabio “Binho” Monteiro,"Fabio Monteiro, also known as “Binho”, is an important figure in the development of Brazilian jiu jitsu in Manaus, Brazil, a remote city in the middle of the Amazon jungle known for having produced a tremendous amount of outstanding grapplers. Fabio and his brothers (Augusto, Yano and Lúcio) founded the Associação Monteiro, an academy that has brought to jiu jitsu, competitors such as Saulo and “Xande” Ribeiro, Cristiano Carioca, Omar Salum, Paulo Coelho.",https://www.bjjheroes.com/bjj-fighters/fabio-binho-monteiro
Felipe Cesar,"Regarded as one of the top jiu jitsu competitors of his generation, Felipe Cesar became known in the grappling circuit representing the B9 academy (Barbosa JJ). Always looking for the submission, Felipe made the leg lock his trademark submission in the brown belt divisions.",https://www.bjjheroes.com/bjj-fighters/felipe-cesar
Erberth Santos,"Erberth Santos is a black belt under Luis “Guigo” Guilherme, who was considered by many, as the best brown belt in jiu jitsu during the 2014 campaign, a honorary title Erberth earned with incredible performances at the World Jiu Jitsu Championship, the Pan American Jiu Jitsu Championship and the Brazilian National Championship that year, all competitions won by Santos in both his weight and the open weight divisions.",https://www.bjjheroes.com/bjj-fighters/erberth-santos
Julio “Foca” Fernandez,"Julio “Foca” Fernandez is one of the late Carlson Gracie’s most well known black belts in the United States. Born in Rio de Janeiro, Fernandez moved to the United States in the late 1980’s being a pioneer for Brazilian jiu jitsu in the country. Julio is also the co-founder of BJJ Revolution Team.",https://www.bjjheroes.com/bjj-fighters/julio-foca-fernandez
Paulo “Coelho” Brandão,"A black belt in jiu jitsu under Royler Gracie, the BJJ world champion Paulo “Coelho” became a reference in the sport as a fighter, and also as an instructor, having moved to the United States in 2012 to pursuit his coaching career.",https://www.bjjheroes.com/bjj-fighters/paulo-coelho-brandao
Mauro Ayres,"Mauro Ayres is a Brazilian jiu-jitsu black belt under Francisco “Toco” Albuquerque, previously with the Nova Geração academy, later gouing on to do his …",https://www.bjjheroes.com/bjj-fighters/mauro-ayres
Andris Brunovskis,"Andris Brunovskis is a versatile grappler, known for his flexible and offensive guard game. This accomplished jiu jitsu black belt (awarded by Andre Galvao) is regarded as one of the top American competitors in the Brazilian jiu jitsu scene.",https://www.bjjheroes.com/bjj-fighters/andris-brunovskis
Jaime Canuto,Jaime Canuto is a Brazilian jiu jitsu black belt under Renato Verás and a representative of the prestigious GF Team. A world and pan american champion in the brown belt division (2013) and a Rio Open absolute champion (2014),https://www.bjjheroes.com/bjj-fighters/jaime-canuto
Copa Podio 2014 Middleweight GP Results,"Another great event from Copa Podio happened last night (22nd of November 2014). Thought with several stream issues, a historical problem with the promotion, …",https://www.bjjheroes.com/bjj-fighters/copa-podio-2014-middleweight-gp-results
